,Name,Year,Power,Seats,Car_Age,Kilometers_Driven
1348,Maruti Ritz VDi,2010,73.9,5.0,14,71000
1349,Hyundai i10 Era 1.1 iTech SE,2010,68.05,5.0,14,52000
1350,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,258.0,7.0,8,35659
1351,Honda City V MT Exclusive,2019,116.3,5.0,5,5377
1352,Mahindra Ssangyong Rexton RX7,2014,184.0,7.0,10,65000
1353,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,89.84,5.0,9,92708
1354,Maruti Alto LXi,2010,46.3,5.0,14,48105
1355,Volkswagen Polo 1.2 MPI Highline,2011,74.0,5.0,13,46759
1356,Volkswagen Polo Diesel Comfortline 1.2L,2013,73.9,5.0,11,62000
1357,Volkswagen Polo Diesel Highline 1.2L,2012,73.9,5.0,12,35175
1358,Maruti Ertiga ZDI,2013,88.8,7.0,11,70000
1359,Ford EcoSport 1.5 TDCi Ambiente,2017,98.59,5.0,7,30000
1360,Toyota Innova Crysta 2.8 ZX AT,2016,171.5,7.0,8,66618
1361,BMW 5 Series 523i Sedan,2010,150.0,5.0,14,69300
1362,Maruti Swift Dzire Tour LDI,2017,74.0,5.0,7,148000
1363,Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,123.24,5.0,7,22000
1364,Hyundai Verna CRDi SX,2013,110.0,5.0,11,75000
1365,Tata Zest Revotron 1.2T XM,2016,88.7,5.0,8,43706
1366,Audi A7 2011-2015 3.0 TDI Quattro,2011,241.4,5.0,13,42000
1367,Tata Indica Vista Quadrajet VX,2012,74.0,5.0,12,65000
1368,Maruti Swift Dzire VDI,2015,74.0,5.0,9,76128
1369,Fiat Linea Emotion,2010,90.0,5.0,14,39852
1370,Hyundai i20 1.2 Spotz,2017,81.83,5.0,7,18673
1371,Hyundai EON Era Plus,2016,55.2,5.0,8,11583
1372,Mercedes-Benz GLA Class 200 CDI SPORT,2017,136.0,5.0,7,50000
1373,Maruti Celerio VXI,2014,67.04,5.0,10,77000
1374,Chevrolet Beat LT,2014,76.8,5.0,10,54890
1375,Honda Jazz 1.2 V AT i VTEC Privilege,2016,88.7,5.0,8,21000
1376,BMW 3 Series 320d Highline,2009,181.0,5.0,15,58557
1377,Renault Duster 110PS Diesel RxL,2014,108.45,5.0,10,70000
1378,Ford Figo 2015-2019 1.5P Titanium AT,2017,110.4,5.0,7,16000
1379,Toyota Innova Crysta 2.4 VX MT,2018,147.8,7.0,6,8899
1380,Chevrolet Beat Diesel LS,2016,56.3,5.0,8,83629
1381,Volkswagen Polo GTI,2014,189.0,4.0,10,35059
1382,Ford Endeavour 3.2 Trend AT 4X4,2018,197.2,7.0,6,30552
1383,Hyundai Verna 1.6 SX CRDI (O) AT,2016,126.32,5.0,8,44875
1384,Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,86.8,5.0,7,25095
1385,Maruti 800 AC,2007,37.0,4.0,17,59000
1386,Honda City i DTEC V,2014,98.6,5.0,10,36000
1387,Mahindra XUV500 W8 2WD,2012,140.0,7.0,12,37000
1388,Ford Figo Diesel ZXI,2010,68.0,5.0,14,90000
1389,Ford EcoSport 1.5 Petrol Titanium,2018,121.36,5.0,6,17000
1390,Hyundai i20 Asta 1.2,2015,81.83,5.0,9,42575
1391,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,100.0,7.0,12,131000
1392,Renault Duster 85PS Diesel RxL Optional,2013,83.8,5.0,11,74000
1393,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,100.6,8.0,11,47234
1394,Honda City 1.5 S MT,2009,118.0,5.0,15,231673
1395,Maruti Alto K10 VXI,2016,67.1,5.0,8,10000
1396,Nissan Micra Active XL Petrol,2016,67.04,5.0,8,49389
1397,Maruti Celerio VXI AT,2016,67.04,5.0,8,12000
1398,Mercedes-Benz New C-Class 200 Kompressor,2010,178.0,5.0,14,65000
1399,Ford Fiesta Diesel Style,2013,88.7,5.0,11,177000
1400,Hyundai Verna 1.6 VTVT S,2015,121.3,5.0,9,89000
1401,Hyundai i20 1.4 Asta (AT),2009,100.0,5.0,15,72000
1402,Maruti Swift Dzire VXi,2012,85.8,5.0,12,49000
1403,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,170.0,5.0,10,51355
1404,Hyundai Elite i20 Petrol Asta,2017,81.86,5.0,7,13460
1405,Hyundai Verna 1.6 VTVT EX AT,2014,121.4,5.0,10,35642
1406,Chevrolet Cruze LTZ,2014,163.7,5.0,10,52895
1407,Toyota Corolla Altis 1.8 G,2010,138.03,5.0,14,93000
1408,Maruti A-Star Vxi,2011,66.1,5.0,13,70000
1409,Nissan Micra Diesel XV Premium,2012,63.1,5.0,12,32048
1410,Tata Nano LX,2013,37.48,4.0,11,4700
1411,Maruti Swift Dzire Tour LDI,2014,74.0,5.0,10,71800
1412,Land Rover Range Rover Sport 2005 2012 Sport,2008,74.0,5.0,16,69078
1413,Audi Q3 2.0 TDI Quattro,2016,184.0,5.0,8,45000
1414,Honda Amaze VX i-DTEC,2016,98.6,5.0,8,15388
1415,Chevrolet Optra 1.6 LS,2004,104.0,5.0,20,98798
1416,Audi Q5 2.0 TDI Premium Plus,2016,174.3,5.0,8,43000
1417,Maruti Ritz VDi,2012,73.94,5.0,12,85112
1418,Mahindra Scorpio S6 7 Seater,2018,120.0,7.0,6,37804
1419,Maruti Ciaz ZDi SHVS,2014,88.5,5.0,10,45000
1420,Toyota Corolla Altis Aero D 4D J,2011,138.0,5.0,13,116000
1421,Tata Indica V2 eLS,2015,69.0,5.0,9,100073
1422,Maruti 800 Std BSIII,2006,37.0,4.0,18,165000
1423,Volkswagen Polo 1.2 MPI Highline,2015,74.0,5.0,9,22000
1424,Hyundai Elantra 2.0 SX Option AT,2017,149.92,5.0,7,9500
1425,Toyota Fortuner 4x2 4 Speed AT,2012,169.0,7.0,12,152000
1426,Maruti Baleno Zeta 1.2,2019,83.1,5.0,5,17705
1427,Maruti Baleno Zeta 1.2,2016,83.1,5.0,8,12000
1428,Mini Cooper Countryman D,2013,112.0,5.0,11,51000
1429,Mercedes-Benz S Class 2005 2013 320 CDI,2009,210.0,5.0,15,42000
1430,Maruti Alto K10 LXI,2015,67.1,5.0,9,51000
1431,Maruti Swift VXI Optional,2017,81.8,5.0,7,42527
1432,Chevrolet Sail LT ABS,2014,74.0,5.0,10,45000
1433,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,102.0,8.0,13,70000
1434,Toyota Fortuner 3.0 Diesel,2009,171.0,7.0,15,92000
1435,BMW 3 Series 320d Sport Line,2012,184.0,5.0,12,57156
1436,Skoda Octavia Ambition 1.4 TSI MT,2016,138.02,5.0,8,53211
1437,Toyota Fortuner 3.0 Diesel,2019,171.0,7.0,5,80000
1438,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,105.0,5.0,15,74000
1439,Hyundai i20 1.4 CRDi Asta,2011,90.0,5.0,13,37000
1440,Tata Manza Club Class Quadrajet90 LX,2013,88.76,5.0,11,64000
1441,Volkswagen Vento Petrol Highline,2013,103.6,5.0,11,57197
1442,Hyundai Creta 1.6 SX Automatic Diesel,2016,126.2,5.0,8,55000
1443,Maruti Ritz VXI,2014,85.8,5.0,10,33000
1444,Honda CR-V 2.0L 2WD MT,2008,141.1,5.0,16,70000
1445,Mahindra XUV500 W8 2WD,2012,140.0,7.0,12,75000
1446,Volkswagen Ameo 1.5 TDI Comfortline,2016,108.62,5.0,8,58095
1447,Tata Zest Revotron 1.2 XT,2015,88.7,5.0,9,7445
1448,Jaguar XJ 3.0L Portfolio LWB,2016,270.88,5.0,8,17652
1449,Toyota Corolla Altis 1.8 VL CVT,2018,138.03,5.0,6,28321
1450,Maruti A-Star Vxi,2011,66.1,5.0,13,69000
1451,Honda Accord VTi-L (AT),2007,142.0,5.0,17,80000
1452,Hyundai i20 Asta (o),2014,80.0,5.0,10,42365
1453,Toyota Fortuner 4x2 AT,2013,168.5,7.0,11,123000
1454,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,186.0,5.0,13,40000
1455,Maruti Baleno Alpha 1.3,2016,74.0,5.0,8,30112
1456,Maruti Ertiga VDI,2017,88.76,7.0,7,43775
1457,Land Rover Range Rover Sport SE,2019,255.0,5.0,5,26013
1458,Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,102.5,5.0,12,56000
1459,Honda Civic 2006-2010 1.8 V AT,2008,130.0,5.0,16,95000
1460,BMW X3 xDrive20d,2014,184.0,5.0,10,41089
1461,Skoda Laura Ambition 2.0 TDI CR AT,2011,138.1,5.0,13,41988
1462,Maruti Swift Dzire VDI,2013,74.0,5.0,11,72486
1463,Volvo V40 Cross Country D3,2013,150.0,5.0,11,92000
1464,Maruti Swift Dzire ZXi,2013,85.8,5.0,11,40000
1465,Land Rover Range Rover 2.2L Pure,2014,187.7,5.0,10,56000
1466,Honda Accord 2.4 AT,2008,177.6,5.0,16,125000
1467,Toyota Innova 2.5 G (Diesel) 8 Seater,2017,100.6,8.0,7,29219
1468,Toyota Fortuner 4x4 MT,2018,168.5,7.0,6,39927
1469,Honda Jazz 1.2 E i VTEC,2018,88.7,5.0,6,38593
1470,Honda City 1.5 V MT,2015,118.0,5.0,9,32000
1471,Maruti Dzire AMT ZDI Plus,2017,73.75,5.0,7,28226
1472,Nissan Sunny 2011-2014 Diesel XL,2014,84.8,5.0,10,95000
1473,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,100.6,8.0,10,194000
1474,Honda Brio S MT,2016,86.8,5.0,8,14821
1475,Volkswagen Vento Petrol Trendline,2012,103.6,5.0,12,52000
1476,Mahindra XUV500 W4,2016,140.0,7.0,8,33000
1477,Ford EcoSport 1.5 Diesel Titanium Plus,2016,98.96,5.0,8,29200
1478,Skoda Yeti Ambition 4X2,2012,108.49,5.0,12,99754
1479,Hyundai i10 Sportz,2012,78.9,5.0,12,49000
1480,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,102.0,8.0,19,299322
1481,Tata Zest Quadrajet 1.3 XT,2018,88.7,5.0,6,38310
1482,Maruti Swift VDI,2014,74.0,5.0,10,56000
1483,Skoda Rapid 1.5 TDI AT Style,2017,108.4,5.0,7,31300
1484,Toyota Innova Crysta 2.4 VX MT 8S,2019,147.8,8.0,5,11241
1485,Hyundai Verna 1.6 SX VTVT,2014,121.3,5.0,10,48000
1486,Honda City i VTEC VX Option,2019,117.3,5.0,5,23882
1487,Honda City i DTEC SV,2014,98.6,5.0,10,65000
1488,Volkswagen Vento Diesel Highline,2011,103.6,5.0,13,50000
1489,Audi Q5 2008-2012 3.0 TDI,2014,236.0,5.0,10,25000
1490,Maruti Alto 800 LXI,2015,47.3,5.0,9,21000
1491,Tata Manza ELAN Quadrajet BS IV,2012,88.8,5.0,12,148000
1492,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2016,121.3,5.0,8,68000
1493,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2014,224.0,7.0,10,52000
1494,Mahindra Thar CRDe,2016,105.0,6.0,8,19000
1495,Hyundai Verna 1.6 CRDI,2011,126.3,5.0,13,74000
1496,Ford Aspire Titanium Diesel,2017,99.0,5.0,7,30279
1497,Mini Cooper 3 DOOR D,2016,113.98,4.0,8,20000
1498,Maruti Omni 8 Seater BSIV,2013,35.0,5.0,11,34834
1499,Mahindra Verito 1.5 D4 BSIV,2015,65.0,5.0,9,90000
1500,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,2016,203.0,5.0,8,38730
1501,Renault Duster 110PS Diesel RxZ,2016,108.45,5.0,8,57390
1502,Maruti Swift Dzire Tour LDI,2016,74.0,5.0,8,100000
1503,Volkswagen Polo Petrol Highline 1.2L,2011,73.9,5.0,13,50000
1504,Mahindra XUV500 W10 2WD,2017,140.0,7.0,7,64961
1505,Volkswagen Polo 1.2 MPI Highline,2014,74.0,5.0,10,72465
1506,Maruti Ritz VXI,2012,85.8,5.0,12,68776
1507,Toyota Innova 2.5 GX 7 STR BSIV,2012,102.0,7.0,12,68000
1508,Honda City i DTec SV,2015,98.6,5.0,9,33000
1509,Volkswagen Ameo 1.2 MPI Highline,2017,73.75,5.0,7,22389
1510,Maruti SX4 ZDI Leather,2012,88.8,5.0,12,90000
1511,Maruti Swift ZXI,2012,85.8,5.0,12,42000
1512,Hyundai Creta 1.6 CRDi SX,2017,126.2,5.0,7,38767
1513,Audi Q7 35 TDI Quattro Technology,2015,241.4,7.0,9,21000
1514,Maruti Alto LXi BSIII,2010,46.3,5.0,14,59136
1515,Honda Amaze SX i-DTEC,2014,98.6,5.0,10,36000
1516,Volkswagen Passat Diesel Highline 2.0 TDI,2011,167.7,5.0,13,95000
1517,Hyundai Elantra CRDi SX AT,2013,126.24,5.0,11,51000
1518,Maruti Wagon R VXI BS IV,2011,67.1,5.0,13,36411
1519,Land Rover Discovery Sport TD4 HSE 7S,2017,148.31,7.0,7,40000
1520,Honda City i VTEC SV,2016,117.3,5.0,8,27300
1521,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,2011,181.03,5.0,13,29813
1522,Maruti Wagon R LX BS IV,2011,67.04,5.0,13,71000
1523,Hyundai Verna 1.6 CRDI,2014,126.3,5.0,10,32000
1524,Volkswagen Tiguan 2.0 TDI Highline,2017,141.0,5.0,7,50510
1525,BMW X1 sDrive 20d Exclusive,2011,177.0,5.0,13,102000
1526,Hyundai Grand i10 1.2 CRDi Sportz Option,2014,73.97,5.0,10,42277
1527,Mercedes-Benz E-Class E250 CDI Avantgrade,2014,201.1,5.0,10,46000
1528,Hyundai Grand i10 Asta Option,2015,82.0,5.0,9,50000
1529,Hyundai i10 Magna 1.2,2008,78.9,5.0,16,62000
1530,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,2012,138.1,5.0,12,78000
1531,Skoda Yeti Elegance,2011,138.08,5.0,13,79000
1532,Audi Q7 45 TDI Quattro Premium Plus,2019,245.0,7.0,5,6773
1533,Toyota Fortuner 3.0 Diesel,2010,171.0,7.0,14,135000
1534,Maruti Wagon R VXI Minor ABS,2013,67.0,5.0,11,36716
1535,Hyundai EON Era,2013,55.2,5.0,11,65060
1536,Honda Brio S MT,2013,86.8,5.0,11,33000
1537,Maruti Alto 800 VXI,2015,47.3,5.0,9,11110
1538,Mahindra Bolero ZLX,2013,62.1,7.0,11,63000
1539,Honda City i VTEC SV,2015,117.3,5.0,9,27030
1540,Skoda Rapid 1.6 MPI Elegance Black Package,2015,103.52,5.0,9,19600
1541,Maruti Swift VVT VXI,2016,81.8,5.0,8,27755
1542,Hyundai EON Magna Plus,2013,55.2,5.0,11,20000
1543,Maruti Swift Dzire ZXI,2015,83.14,5.0,9,24782
1544,Nissan Micra XV CVT,2014,76.0,5.0,10,47303
1545,Audi Q7 4.2 FSI quattro,2008,250.0,7.0,16,71000
1546,Maruti Swift Vdi BSIII,2010,75.0,5.0,14,135000
1547,Tata Xenon XT EX 4X2,2017,138.03,5.0,7,1000
1548,Volkswagen Polo 1.5 TDI Comfortline,2016,88.8,5.0,8,29000
1549,Honda City i VTEC SV,2016,117.3,5.0,8,36367
1550,Honda City i VTEC V,2015,117.3,5.0,9,38000
1551,Maruti 800 AC BSIII,2011,37.0,4.0,13,83969
1552,Volkswagen Polo 1.5 TDI Trendline,2014,88.8,5.0,10,82621
1553,Chevrolet Captiva LTZ VCDi,2009,147.9,7.0,15,89000
1554,Mahindra XUV500 W10 2WD,2016,140.0,7.0,8,54000
1555,Honda Amaze VX i-DTEC,2015,98.6,5.0,9,61691
1556,Hyundai i20 1.2 Sportz Option,2011,80.0,5.0,13,32200
1557,Maruti Wagon R AMT VXI,2016,67.0,5.0,8,68630
1558,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2014,138.03,5.0,10,61000
1559,Maruti Ciaz 1.4 Zeta,2018,91.1,5.0,6,32644
1560,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,2012,120.0,7.0,12,85000
1561,Chevrolet Aveo U-VA 1.2 LS,2008,74.9,5.0,16,75000
1562,Maruti Ciaz ZXi Option,2016,91.2,5.0,8,40347
1563,Hyundai i20 1.4 CRDi Asta,2012,90.0,5.0,12,60788
1564,Honda Jazz 1.2 SV i VTEC,2018,88.7,5.0,6,18664
1565,Mahindra XUV500 W10 2WD,2017,140.0,7.0,7,57847
1566,Hyundai i20 1.2 Sportz,2012,80.0,5.0,12,52237
1567,Hyundai Verna 1.6 SX,2012,126.32,5.0,12,128000
1568,Hyundai i10 Era 1.1,2011,68.05,5.0,13,54000
1569,Maruti Celerio VXI AT,2014,67.04,5.0,10,49800
1570,Skoda Fabia 1.2 TDI Ambition,2012,73.9,5.0,12,98000
1571,Maruti Swift VDI BSIV,2015,74.0,5.0,9,60095
1572,Hyundai i10 Magna(O) with Sun Roof,2008,66.7,5.0,16,68000
1573,Hyundai i10 Magna 1.2,2010,78.9,5.0,14,81402
1574,Ford Ecosport 1.5 Ti VCT AT Titanium,2013,110.0,5.0,11,38000
1575,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,2011,210.0,5.0,13,92239
1576,Maruti Swift VDI BSIV,2017,74.0,5.0,7,49224
1577,Maruti 800 Std BSIII,2004,37.0,4.0,20,12000
1578,Maruti Swift Lxi BSIII,2010,88.2,5.0,14,54898
1579,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2018,121.3,5.0,6,2500
1580,BMW X1 M Sport sDrive 20d,2017,190.0,5.0,7,32838
1581,Ford Ikon 1.3 Flair,2006,70.0,5.0,18,27076
1582,Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,89.84,5.0,7,75445
1583,Maruti Ciaz VXi Plus,2015,91.1,5.0,9,46601
1584,Volkswagen Passat Diesel Highline 2.0 TDI,2012,167.7,5.0,12,72000
1585,Honda Jazz 1.5 VX i DTEC,2017,98.6,5.0,7,27000
1586,Audi A4 35 TDI Premium,2016,174.33,5.0,8,68193
1587,Hyundai Grand i10 CRDi Sportz Celebration Edition,2017,70.0,5.0,7,34429
1588,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2013,224.0,7.0,11,46000
1589,Toyota Innova 2.5 G (Diesel) 7 Seater,2013,100.6,7.0,11,80544
1590,Nissan Sunny 2011-2014 XL,2011,97.7,5.0,13,42000
1591,Skoda Laura Ambiente 2.0 TDI CR AT,2011,138.1,5.0,13,94821
1592,Chevrolet Aveo 1.4 LS,2006,92.7,5.0,18,100000
1593,Honda Mobilio V i DTEC,2014,98.6,7.0,10,57000
1594,Maruti Ritz VDi,2010,73.9,5.0,14,79894
1595,Volkswagen Polo Petrol Highline 1.2L,2011,73.9,5.0,13,44748
1596,Nissan Terrano XL,2013,102.5,5.0,11,31000
1597,Maruti A-Star AT Vxi Aktiv,2013,66.1,5.0,11,60587
1598,Honda City 1.5 S MT,2014,118.0,5.0,10,43772
1599,Hyundai Grand i10 AT Asta,2017,82.0,5.0,7,23576
1600,Jaguar XE 2.0L Diesel Prestige,2017,177.0,5.0,7,4000
1601,Mahindra Scorpio VLX,2012,120.0,8.0,12,62000
1602,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2011,186.0,5.0,13,36000
1603,Skoda Superb Elegance 1.8 TSI AT,2014,157.75,5.0,10,80000
1604,Chevrolet Cruze LTZ AT,2012,147.9,4.0,12,137008
1605,Mahindra Scorpio VLX,2010,120.0,8.0,14,61001
1606,Hyundai Verna 1.6 SX VTVT (O),2015,121.3,5.0,9,52191
1607,Hyundai i20 1.4 Asta CRDi with AVN,2016,90.0,5.0,8,77076
1608,Honda City ZX CVT,2008,78.0,5.0,16,56000
1609,Hyundai i10 Magna,2013,78.9,5.0,11,21000
1610,Honda Amaze S i-Dtech,2013,98.6,5.0,11,89429
1611,Maruti Wagon R LXI,2012,67.04,5.0,12,45631
1612,Honda Brio S MT,2013,86.8,5.0,11,53959
1613,Hyundai i20 1.2 Sportz Option,2014,80.0,5.0,10,55804
1614,Volkswagen Vento 2013-2015 1.6 Comfortline,2016,103.2,5.0,8,25899
1615,Skoda Octavia Rider 1.9 TDI MT,2008,66.0,5.0,16,82000
1616,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2014,204.0,5.0,10,52000
1617,Renault Duster Petrol RxL,2013,102.57,5.0,11,20000
1618,Hyundai EON Sportz,2017,55.2,5.0,7,31829
1619,Maruti Swift VXI,2016,85.8,5.0,8,18094
1620,Audi Q5 3.0 TDI Quattro Technology,2015,241.4,5.0,9,11964
1621,Hyundai i20 1.2 Spotz,2018,81.83,5.0,6,22684
1622,Honda Brio S MT,2014,86.8,5.0,10,43521
1623,Maruti Swift Dzire ZXi,2014,85.8,5.0,10,49386
1624,Hyundai Grand i10 1.2 Kappa Magna,2017,81.86,5.0,7,12248
1625,Mahindra Xylo E8 ABS BS IV,2014,112.0,8.0,10,67771
1626,Volkswagen Polo GTI,2015,189.0,4.0,9,60007
1627,Maruti Alto K10 VXI,2011,67.1,5.0,13,48624
1628,Volkswagen Polo Diesel Comfortline 1.2L,2014,73.9,5.0,10,30000
1629,Hyundai Grand i10 Sportz,2016,82.0,5.0,8,81605
1630,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2017,170.0,5.0,7,32642
1631,Hyundai Verna 1.6 SX VTVT AT,2014,121.3,5.0,10,34200
1632,Fiat Punto EVO 1.2 Emotion,2010,67.0,5.0,14,72204
1633,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2011,100.0,8.0,13,156347
1634,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,2017,100.0,7.0,7,47357
1635,Volkswagen Polo 1.5 TDI Comfortline,2015,88.8,5.0,9,61738
1636,BMW 5 Series 520d Luxury Line,2018,190.0,5.0,6,32586
1637,Mercedes-Benz GLE 350d,2018,254.79,5.0,6,40129
1638,Mercedes-Benz M-Class ML 350 CDI,2012,254.8,5.0,12,51000
1639,Hyundai Grand i10 1.2 Kappa Sportz,2018,81.86,5.0,6,10393
1640,Skoda Superb Elegance 1.8 TSI AT,2011,157.75,5.0,13,46000
1641,Hyundai i10 Sportz AT,2013,78.9,5.0,11,21000
1642,Hyundai i20 1.4 CRDi Asta,2011,90.0,5.0,13,113562
1643,Mahindra Scorpio VLX,2011,120.0,8.0,13,100010
1644,Honda Brio V MT,2013,86.8,5.0,11,63107
1645,Hyundai i20 1.2 Magna Executive,2017,81.83,5.0,7,58500
1646,Ford Endeavour 4x2 XLT Limited Edition,2007,143.0,7.0,17,90000
1647,Hyundai Verna CRDi SX,2011,110.0,5.0,13,108242
1648,Toyota Fortuner 3.0 Diesel,2011,171.0,7.0,13,146300
1649,BMW X1 sDrive20d,2011,184.0,5.0,13,62943
1650,Toyota Fortuner 4x2 AT,2013,168.5,7.0,11,65000
1651,Honda Amaze V CVT Petrol,2018,88.76,5.0,6,1700
1652,Hyundai i10 Era 1.1,2013,68.05,5.0,11,34697
1653,Hyundai i20 1.2 Sportz,2012,80.0,5.0,12,58000
1654,BMW 3 Series 320d GT Luxury Line,2015,187.74,5.0,9,32500
1655,Audi Q3 35 TDI Quattro Premium Plus,2016,181.0,5.0,8,58661
1656,Maruti Swift VXI Optional,2017,81.8,5.0,7,37124
1657,Maruti Baleno Delta Automatic,2017,83.1,5.0,7,44000
1658,Hyundai Accent GLE,2005,94.0,5.0,19,45200
1659,Maruti Ritz LXi,2016,85.8,5.0,8,11000
1660,Tata Nano Lx,2011,35.0,4.0,13,65000
1661,Ford Figo Diesel EXI,2012,68.0,5.0,12,55005
1662,Volkswagen Passat Diesel Highline 2.0 TDI,2011,167.7,5.0,13,81650
1663,Fiat Linea Emotion Pack (Diesel),2010,93.0,5.0,14,160000
1664,Mahindra Xylo D4,2015,93.7,7.0,9,169000
1665,Maruti Wagon R VXI,2013,67.1,5.0,11,67263
1666,Toyota Etios G Safety,2012,88.7,5.0,12,44223
1667,Hyundai Grand i10 Sportz,2015,82.0,5.0,9,36840
1668,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2014,100.0,8.0,10,160000
1669,Tata Indica V2 DLS TC,2008,62.0,5.0,16,133000
1670,BMW 3 Series 320d Sport Line,2015,184.0,5.0,9,69123
1671,Ford Endeavour 3.2 Titanium AT 4X4,2017,197.0,7.0,7,38000
1672,Maruti Ciaz Zeta,2017,103.25,5.0,7,5500
1673,Ford Figo 1.5D Titanium Plus MT,2015,99.0,5.0,9,1001
1674,Chevrolet Aveo U-VA 1.2 LS,2007,74.9,5.0,17,59000
1675,Honda City 1.5 V AT,2011,118.0,5.0,13,78256
1676,Nissan Sunny XL,2016,97.6,5.0,8,90000
1677,Maruti Swift Dzire VXI,2016,85.8,5.0,8,18000
1678,Ford Figo Diesel Titanium,2012,68.0,5.0,12,60000
1679,Fiat Grande Punto 1.3 Emotion (Diesel),2011,75.0,5.0,13,130000
1680,Hyundai Elite i20 Petrol Asta,2018,81.86,5.0,6,32851
1681,Maruti Swift Dzire VDI,2014,74.0,5.0,10,32000
1682,Ford Ecosport 1.5 DV5 MT Titanium,2014,89.84,5.0,10,62700
1683,Maruti Swift Dzire VDi,2010,73.9,5.0,14,71000
1684,Hyundai Grand i10 Sportz,2016,82.0,5.0,8,19947
1685,Ford Endeavour 3.0L 4X4 AT,2012,153.86,7.0,12,91000
1686,Volkswagen Polo Diesel Highline 1.2L,2014,73.9,5.0,10,74000
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8,2018,100.0,7.0,6,55594
1688,BMW X6 xDrive 40d,2013,306.0,4.0,11,58000
1689,Renault Duster 110PS Diesel RxZ,2012,108.45,5.0,12,110224
1690,Maruti Wagon R LXI,2010,67.04,5.0,14,21002
1691,Maruti Ertiga SHVS VDI,2017,88.5,7.0,7,121000
1692,Maruti Alto LXi BSIII,2010,46.3,5.0,14,73513
1693,Maruti Wagon R AMT VXI Option,2015,67.0,5.0,9,34000
1694,Maruti Eeco 7 Seater Standard,2017,73.0,7.0,7,28371
1695,Renault Duster 110PS Diesel RxL,2013,108.45,5.0,11,74755
1696,Maruti Zen Estilo 1.1 LX BSIII,2011,64.0,5.0,13,25805
1697,Renault Duster Petrol RxL,2015,102.53,5.0,9,82603
1698,Honda Civic 2006-2010 1.8 S MT,2006,130.0,5.0,18,110000
1699,Mahindra XUV500 W8 2WD,2012,140.0,7.0,12,88000
1700,Mahindra Verito 1.5 D6 BSIV,2011,64.1,5.0,13,110000
1701,Renault KWID Climber 1.0 MT,2017,67.0,5.0,7,15000
1702,Porsche Cayenne Diesel,2013,240.0,5.0,11,70000
1703,Maruti Swift DDiS VDI,2008,74.0,5.0,16,150000
1704,Datsun GO T Option,2016,67.0,5.0,8,19000
1705,Hyundai i20 1.2 Magna,2011,80.0,5.0,13,37442
1706,BMW 5 Series 2013-2017 520d Luxury Line,2016,190.0,5.0,8,63111
1707,Maruti Ertiga ZDI,2012,88.8,7.0,12,88000
1708,Hyundai Grand i10 Magna,2014,82.0,5.0,10,42355
1709,BMW 3 Series 330i,2011,254.0,5.0,13,75871
1710,Chevrolet Cruze LTZ,2011,163.7,5.0,13,65000
1711,Mercedes-Benz M-Class ML 350 4Matic,2015,165.0,5.0,9,69000
1712,Maruti Ritz LDi,2011,73.9,5.0,13,79232
1713,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,2007,186.0,5.0,17,220000
1714,Hyundai i20 1.2 Magna Executive,2016,81.83,5.0,8,28470
1715,Hyundai EON 1.0 Kappa Magna Plus Optional,2014,68.05,5.0,10,9759
1716,Maruti Swift VDI,2014,74.0,5.0,10,75216
1717,Hyundai i20 Sportz 1.2,2017,81.83,5.0,7,8000
1718,Maruti Ritz ZXi,2014,85.8,5.0,10,59451
1719,Maruti Swift VDI,2013,74.0,5.0,11,53996
